2017-11-27 10:33:39.763 0.001678 0.000015 0 0 albert 110 175 0 False albert jpg 200 GET
2017-11-27 10:33:41.763 0.001791 0.000005 0 0 albert 130 210 90 False albert jpg 200 GET
2017-11-27 10:33:47.763 0.001849 0.000006 0 0 albert 140 215 60 False albert jpg 200 GET
2017-11-27 10:33:48.763 0.001291 0.000005 0 0 albert 149 223 90 True albert jpg 200 GET
2017-11-27 10:33:53.763 0.001814 0.000009 0 0 albert 200 400 85 false albert jpg 200 GET
2017-11-27 10:33:57.763 0.001725 0.000005 0 0 albert 228 368 90 False albert jpg 200 GET
2017-11-27 10:34:08.763 0.001939 0.000006 0 0 albert 310 310 85 false albert jpg 200 GET
2017-11-27 10:34:11.763 0.001713 0.000005 0 0 albert 353 569 90 False albert jpg 200 GET
2017-11-27 10:34:12.763 0.001465 0.000006 0 0 albert 355 530 90 True albert jpg 200 GET
2017-11-27 10:34:18.763 0.001631 0.000005 0 0 albert 447 721 90 False albert jpg 200 GET
2017-11-27 10:34:19.763 0.001783 0.000006 0 0 albert 600 800 90 True albert jpg 200 GET
2017-11-27 10:34:20.763 0.001309 0.000006 0 0 albert 618 1024 90 False albert jpg 200 GET
2017-11-27 10:34:22.763 0.001588 0.000006 0 0 albert 758 1014 90 True albert jpg 200 GET
2017-11-27 10:34:23.763 0.001878 0.000008 0 0 albert 758 1024 90 True albert jpg 200 GET
2017-11-27 10:34:26.763 0.000656 0.000002 0 0 albert 1072 1448 90 True albert jpg 200 GET
2017-11-27 10:34:27.763 0.001339 0.000004 0 0 albert 1080 1440 90 True albert jpg 200 GET
2017-11-27 10:34:28.763 0.001668 0.000006 0 0 albert 1404 1872 90 True albert jpg 200 GET
