2017-11-27 10:33:38.763 0.045088 0.000007 0 0 albert 99 150 90 false albert png 200 GET
2017-11-27 10:33:40.763 0.000638 0.000005 0 0 albert 130 200 90 false albert png 200 GET
2017-11-27 10:33:42.763 0.001768 0.000005 0 0 albert 132 196 90 false albert png 200 GET
2017-11-27 10:33:43.763 0.001740 0.000006 0 0 albert 135 204 90 false albert png 200 GET
2017-11-27 10:33:44.763 0.001680 0.000012 0 0 albert 140 200 90 false albert png 200 GET
2017-11-27 10:33:45.763 0.001616 0.000005 0 0 albert 140 208 90 false albert png 200 GET
2017-11-27 10:33:46.763 0.001760 0.000007 0 0 albert 140 210 90 false albert png 200 GET
2017-11-27 10:33:49.763 0.001769 0.000006 0 0 albert 160 240 90 false albert png 200 GET
2017-11-27 10:33:50.763 0.001655 0.000004 0 0 albert 180 290 90 false albert png 200 GET
2017-11-27 10:33:51.763 0.001738 0.000006 0 0 albert 184 276 90 false albert png 200 GET
2017-11-27 10:33:52.763 0.001678 0.000016 0 0 albert 188 280 90 false albert png 200 GET
2017-11-27 10:33:54.763 0.001831 0.000006 0 0 albert 210 300 90 false albert png 200 GET
2017-11-27 10:33:55.763 0.001704 0.000006 0 0 albert 212 322 90 false albert png 200 GET
2017-11-27 10:33:56.763 0.001792 0.000006 0 0 albert 220 340 90 false albert png 200 GET
2017-11-27 10:33:58.763 0.001735 0.000005 0 0 albert 238 296 90 false albert png 200 GET
2017-11-27 10:33:59.763 0.001727 0.000005 0 0 albert 240 360 90 false albert png 200 GET
2017-11-27 10:34:00.763 0.001788 0.000007 0 0 albert 260 400 90 false albert png 200 GET
2017-11-27 10:34:01.763 0.001747 0.000007 0 0 albert 264 392 90 false albert png 200 GET
2017-11-27 10:34:02.763 0.001851 0.000006 0 0 albert 276 414 90 false albert png 200 GET
2017-11-27 10:34:03.763 0.001703 0.000007 0 0 albert 280 416 90 false albert png 200 GET
2017-11-27 10:34:04.763 0.001742 0.000007 0 0 albert 280 420 90 false albert png 200 GET
2017-11-27 10:34:05.763 0.001766 0.000006 0 0 albert 282 420 90 false albert png 200 GET
2017-11-27 10:34:06.763 0.001766 0.000005 0 0 albert 290 356 90 false albert png 200 GET
2017-11-27 10:34:07.763 0.001562 0.000005 0 0 albert 304 458 90 false albert png 200 GET
2017-11-27 10:34:09.763 0.001726 0.000008 0 0 albert 318 483 90 false albert png 200 GET
2017-11-27 10:34:10.763 0.001655 0.000006 0 0 albert 330 510 90 false albert png 200 GET
2017-11-27 10:34:13.763 0.001770 0.000006 0 0 albert 357 444 90 false albert png 200 GET
2017-11-27 10:34:14.763 0.001750 0.000006 0 0 albert 420 600 90 false albert png 200 GET
2017-11-27 10:34:15.763 0.001789 0.000005 0 0 albert 420 624 90 false albert png 200 GET
2017-11-27 10:34:16.763 0.001704 0.000006 0 0 albert 420 630 90 false albert png 200 GET
2017-11-27 10:34:17.763 0.001751 0.000006 0 0 albert 435 534 90 false albert png 200 GET
2017-11-27 10:34:21.763 0.001574 0.000005 0 0 albert 640 1136 90 false albert png 200 GET
2017-11-27 10:34:24.763 0.001966 0.000006 0 0 albert 950 950 90 false albert png 200 GET
2017-11-27 10:34:25.763 0.001813 0.000009 0 0 albert 960 1704 90 false albert png 200 GET
2017-11-27 10:34:29.763 0.001690 0.000030 0 0 albert 1900 1900 90 false albert png 200 GET
