#date time latency xfertime thinktime bytes transactions
2017-09-20 08:35:21 0.051957 0.094224 0.000000 67806 126
2017-09-20 08:35:22 0.039921 0.016090 0.000000 30676 157
2017-09-20 08:35:23 0.039676 0.022583 0.000000 38685 161
2017-09-20 08:35:24 0.042013 0.011059 0.000000 33153 157
2017-09-20 08:35:25 0.041383 0.010022 0.000000 28945 161
2017-09-20 08:35:26 0.046990 0.064181 0.000000 57378 159
2017-09-20 08:35:27 0.055089 0.123517 0.000000 67877 159
2017-09-20 08:35:28 0.053713 0.245508 0.000000 74617 159
2017-09-20 08:35:29 0.077570 0.651002 0.000000 97164 159
2017-09-20 08:35:30 0.075320 0.403289 0.000000 54374 159
2017-09-20 08:35:31 2.261810 7.730269 0.000000 1640119 1
