#date time latency xfertime thinktime bytes transactions
2017-09-20 08:43:09 0.054410 0.124942 0.000000 70365 117
2017-09-20 08:43:10 0.046160 0.034887 0.000000 31235 199
2017-09-20 08:43:11 0.042956 0.025642 0.000000 38627 199
2017-09-20 08:43:12 0.043052 0.013143 0.000000 29712 199
2017-09-20 08:43:13 0.049712 0.090120 0.000000 51726 199
2017-09-20 08:43:14 0.068921 0.322834 0.000000 63304 199
2017-09-20 08:43:15 0.069396 1.311512 0.000000 99226 199
2017-09-20 08:43:16 0.108048 1.017543 0.000000 62823 199
2017-09-20 08:43:17 0.091620 1.131194 0.000000 60295 199
2017-09-20 08:43:18 0.115710 1.040141 0.000000 59379 199
2017-09-20 08:43:19 8.602096 97.857896 0.000000 9288129 1
