#yyy-mm-dd,hh:mm:ss,latency,xfertime,thinktime,bytes,url,rc,op
2018-01-19,16:17:56.241,0.00237,0.000071,0,1024,/loadtest/00003003-64a4-4e25-ac2e-6c412bbf494d,200,GET
2018-01-19,16:17:56.264,0.012072,0.00012,0,8478,/loadtest/00034915-a2bd-4280-8356-b1f009881fc5_140_215,GET
2018-01-19,16:17:56.406,0.00077,0.00005,0,1024,/loadtest/00003003-64a4-4e25-ac2e-6c412bbf494d,200,GET
2018-01-19,16:17:56.571,0.000958,0.000251,0,8478,/loadtest/00034915-a2bd-4280-8356-b1f009881fc5_140_215,GET
2018-01-19,16:17:56.581,0.000642,0.000026,0,1024,/loadtest/00003003-64a4-4e25-ac2e-6c412bbf494d,200,GET
2018-01-19,16:17:56.581,0.001048,0.000204,0,8478,/loadtest/00034915-a2bd-4280-8356-b1f009881fc5_140_215,GET
2018-01-19,16:17:56.582,0.000572,0.000095,0,12530,/loadtest/15b00a26-9ba3-4649-8477-c48bcab90dc7_180_1000,GET
2018-01-19,16:17:56.802,0.000771,0.000261,0,178,/loadtest/8318b57f-c1fa-4587-8dbd-2b78cee5d20b_130_210,GET
2018-01-19,16:17:57.241,0.012687,0.001279,0,100820,/loadtest/3d6f097e-a72b-4b3b-8f1b-28dd267264e0_447_721,GET
2018-01-19,16:17:57.264,0.013157,0.000107,0,10453,/loadtest/c1835a49-32d9-41f9-b0f6-cad6d3d766e6_149_223,GET
2018-01-19,16:17:57.407,0.012032,0.011892,0,1052974,/loadtest/9daa8541-8bae-4cb1-91dc-992e0abc54ae,200,GET
2018-01-19,16:17:57.571,0.01624,0.000659,0,106151,/loadtest/c038cf95-4388-4573-bcc9-bb7cc197a5a9,200,GET
2018-01-19,16:17:57.581,0.011114,0.000079,0,10706,/loadtest/8af3c591-8b63-493d-9fc2-b5e2c6385552_300_300,GET
2018-01-19,16:17:57.581,0.010782,0.013558,0,107055,/loadtest/296de19a-6bdb-4b28-9d76-a5948e24012f_447_721,GET
2018-01-19,16:17:57.582,0.023276,0.001395,0,109057,/loadtest/533175b9-e6c3-4c86-add9-dfb137406c07_447_721,GET
2018-01-19,16:17:57.802,0.001763,0.000922,0,110070,/loadtest/dd9b6880-fba0-40b5-b047-a66bb2bc976b_355_530,GET
2018-01-19,16:17:57.844,0.001356,0.000957,0,111194,/loadtest/75fd8c28-6881-422d-87a3-4a8bded06ed1_188_280,GET
2018-01-19,16:17:58.011,0.018323,0.013846,0,1172948,/loadtest/4dbeef2a-ff7b-473d-b93a-205e603e2fdf,200,GET
2018-01-19,16:17:58.242,0.001327,0.000891,0,117971,/loadtest/e04c2330-194f-4c5c-8710-165619d763cf_447_721,GET
2018-01-19,16:17:58.264,0.014789,0.000468,0,119613,/loadtest/1b4b1ea3-a327-4ac2-9572-ca88b2f181d6_447_721,GET
2018-01-19,16:17:58.407,0.01062,0.000194,0,12001,/loadtest/ac0bf744-164c-4641-b186-4b4dea4fa613_300_300,GET
2018-01-19,16:17:58.571,0.001604,0.00078,0,121085,/loadtest/8488a067-916b-404d-8a27-83fc41d1df44,200,GET
2018-01-19,16:17:58.581,0.005345,0.000158,0,12759,/loadtest/99e08aef-0f80-4d4e-9709-bcaf7094329c_300_300,GET
2018-01-19,16:17:58.581,0.017304,0.000213,0,12115,/loadtest/f5995b49-0463-4ea5-bd13-13345469534a_180_1000,GET
2018-01-19,16:17:58.582,0.024655,0.000132,0,12821,/loadtest/ae4b83f9-243c-46ac-86e6-e6e59933a30b_130_210,GET
2018-01-19,16:17:58.802,0.014329,0.001531,0,129262,/loadtest/d5901a3c-0bbc-4168-b814-688d7e177bc8_447_721,GET
2018-01-19,16:17:58.844,0.001117,0.000189,0,12950,/loadtest/0fac7cb2-7cc0-4f8a-b085-de42ab48c386_180_1000,GET
2018-01-19,16:17:59.011,0.001768,0.001247,0,130392,/loadtest/c2a2558c-1647-437d-862e-212c64631cc8,200,GET
2018-01-19,16:17:59.242,0.014697,0.000155,0,13177,/loadtest/e2adb39d-b33d-4e11-a24e-ae2f8e7ce54f_300_300,GET
2018-01-19,16:17:59.264,0.001063,0.000092,0,13286,/loadtest/e989ae9d-e32e-422b-80e8-24b50b355d8d_180_1000,GET
2018-01-19,16:17:59.407,0.012253,0.00052,0,13311,/loadtest/ac6ac895-a88c-4300-ae02-b9ba77428a5f_130_210,GET
2018-01-19,16:17:59.572,0.00169,0.001705,0,139439,/loadtest/0004946e-d822-49e9-b781-6954ad2e894d_353_569,GET
2018-01-19,16:17:59.581,0.009549,0.000154,0,14594,/loadtest/e884ea9b-5cfd-456f-b377-01bf1c197468_180_1000,GET
2018-01-19,16:17:59.581,0.020017,0.00018,0,14052,/loadtest/002cdeb6-d21a-4815-b697-9f50f4ba641a_180_1000,GET
2018-01-19,16:17:59.582,0.019916,0.001638,0,146082,/loadtest/52e602f1-a09a-4759-8f3a-3481ace9d445_447_721,GET
2018-01-19,16:17:59.802,0.001294,0.00011,0,14756,/loadtest/284e47b5-a853-4d72-89a4-c20f6a4c0aee_180_1000,GET
2018-01-19,16:17:59.845,0.014852,0.001076,0,148777,/loadtest/e6ec1fe2-ab51-41ae-be30-c432a2d59b49_447_721,GET
2018-01-19,16:18:00.011,0.00431,0.000127,0,14917,/loadtest/75598665-22a2-45f3-851b-6a27c72206d9_330_495,GET
2018-01-19,16:18:00.242,0.012439,0.001265,0,149310,/loadtest/9c6fe2fd-5410-4c34-ba34-bf5d4b8c38be_447_721,GET
2018-01-19,16:18:00.265,0.009898,0.000132,0,15027,/loadtest/4de2706e-6af7-421c-9aab-0a0eaaa6059f_130_210,GET
2018-01-19,16:18:00.407,0.010562,0.000084,0,15175,/loadtest/77f4eee8-a2be-4ca6-ad7b-96f5a47dd07c_180_1000,GET
2018-01-19,16:18:00.572,0.011258,0.00009,0,15443,/loadtest/f150feb1-f53a-460e-9a7e-d1fe5c088474_300_300,GET
