#yyy-mm-dd hh:mm:ss latency xfertime sleeptime bytes url rc op
2017-12-10 16:39:23.676 0.001096 0.000109 0 5965 /3d5a723d-0f12-4b14-92cb-c9aa69f8cfb3 200 GET
2017-12-10 16:39:23.686 0.002061 0.006399 0 608408 /1cecc3ca-5eae-4bc2-a8ea-0d175179682a 200 GET
2017-12-10 16:39:23.829 0.001359 0.000058 0 6092 /0cb0d874-96ea-47fe-a088-22eb0966b7e6 200 GET
2017-12-10 16:39:23.840 0.008221 0.000047 0 6175 /65c706cb-3920-4a2c-8707-946f62a729b0 200 GET
2017-12-10 16:39:23.850 0.009263 0.000056 0 6230 /dc3508b4-5e90-4bb7-a3b0-6735a5688757 200 GET
2017-12-10 16:39:23.851 0.023084 0.000075 0 6310 /bacde5cf-82fc-48db-b899-87d04957031a 200 GET
2017-12-10 16:39:23.852 0.022057 0.000079 0 6329 /d732bc4e-bce5-4bd7-98b7-55757977d2dd 200 GET
2017-12-10 16:39:23.934 0.000984 0.000325 0 6352 /85722656-4320-492e-b5b6-2c15d3bfc3ed 200 GET
2017-12-10 16:39:24.072 0.001433 0.000787 0 64042 /b325ecc8-9d7a-437c-b7a1-b83116b4d722 200 GET
2017-12-10 16:39:24.114 0.001116 0.000101 0 6409 /c494894d-675f-4265-9d00-d91c650bd9d7 200 GET
2017-12-10 16:39:24.132 0.009303 0.000088 0 6448 /3c156e4c-4af8-4edc-92bc-6cee95feb4e7 200 GET
2017-12-10 16:39:24.180 0.001157 0.000077 0 6469 /8ebd71ae-d0a1-4a1b-a816-170884f47315 200 GET
2017-12-10 16:39:24.183 0.001095 0.000132 0 6503 /4a04a23d-80c3-42c2-b76d-05f306200da7 200 GET
2017-12-10 16:39:24.203 0.001015 0.000075 0 6560 /5acd0a60-b05f-4eb2-be95-dd8ca983e281 200 GET
2017-12-10 16:39:24.280 0.007118 0.000146 0 6624 /0d5c6837-6add-4a8d-a8c9-d887bb2a05fc 200 GET
2017-12-10 16:39:24.409 0.012362 0.000683 0 67478 /1b6dad52-212c-4b32-914d-9a38006ef7e6 200 GET
2017-12-10 16:39:24.438 0.001330 0.000525 0 68152 /e3fc201a-4ec0-47fd-8869-63ffbb6e5486 200 GET
2017-12-10 16:39:24.511 0.001517 0.000455 0 68548 /dcc9c760-69c2-42ba-9341-bf366da90268 200 GET
2017-12-10 16:39:24.534 0.001137 0.000086 0 6862 /e6567aba-04b4-455b-b707-32a32355d626 200 GET
2017-12-10 16:39:24.589 0.001320 0.000114 0 6935 /64e6aff7-9d52-4b87-8b41-7c6eb542aea3 200 GET
2017-12-10 16:39:24.676 0.001292 0.000110 0 6959 /aaed15b9-adbd-4356-adb8-882bf443e474 200 GET
2017-12-10 16:39:24.685 0.011761 0.000066 0 6973 /736b9463-b69c-4fe3-9444-8cff3aedb62f 200 GET
2017-12-10 16:39:24.840 0.001416 0.000069 0 7085 /17fcc371-d427-4b09-93c2-e91eaa93dd33 200 GET
2017-12-10 16:39:24.829 0.012307 0.000336 0 69777 /50b9884c-0b7a-4793-a21c-a0cc47b113d8 200 GET
