#yyy-mm-dd	hh:mm:ss	latency	xfertime	sleeptime	bytes	url	rc
2017-09-20	15:22:05.242	0.019364	0.000411	0	5339	eafcbb30-60f1-4afa-b4b3-cacade3c3ba5	200	GET
2017-09-20	15:22:05.243	0.018699	0.000358	0	4652	293f1ac5-1ef5-4132-82e9-cac83bd27f68	200	GET
2017-09-20	15:22:05.243	0.018783	0.0004	0	5472	ba47a3ba-987a-4765-b822-9729293b8779	200	GET
2017-09-20	15:22:05.243	0.019393	0.000314	0	4781	7d2b5c3e-413b-4a3c-85fa-9aa874980d57	200	GET
2017-09-20	15:22:05.265	0.009037	7.4E-05	0	0	890f9fe2-fc2e-4f2c-b70a-522ddc244f59	200	GET
2017-09-20	15:22:05.246	0.028691	0.000255	0	3537	f013b898-f7cd-4c23-a76e-b31c4bbcfd4d	200	GET
2017-09-20	15:22:05.246	0.030736	0.000186	0	5168	de156769-a691-4527-a3f1-778917d9167b	200	GET
2017-09-20	15:22:05.249	0.028506	0.000235	0	4565	362aaffe-676b-47eb-af5f-e2d48f79c64b	200	GET
2017-09-20	15:22:05.253	0.024871	0.000265	0	5357	26513b22-1ca2-4e59-887e-314159548d05	200	GET
2017-09-20	15:22:05.260	0.019375	0.000274	0	4738	2dc5ccb2-ed70-43a1-9c01-d826cee1dc7d	200	GET
2017-09-20	15:22:05.248	0.031441	0.000204	0	4876	8b51d04c-3286-4398-b4ba-4366bbee41f2	200	GET
2017-09-20	15:22:05.254	0.025653	0.000275	0	5201	a6f06555-b0fd-4358-9095-83ef80cbd317	200	GET
2017-09-20	15:22:05.260	0.025035	0.000316	0	5438	49877165-de8f-4c0e-842d-e2eab95dbaff	200	GET
2017-09-20	15:22:05.260	0.02913	0.001644	0	5231	a841724e-a2bd-49ad-ae32-c19d80759dc5	200	GET
2017-09-20	15:22:05.262	0.033379	5.4E-05	0	0	d040b719-85fd-42f2-a2c8-423247f1b151	200	GET
2017-09-20	15:22:05.244	0.051255	0.000299	0	5097	2d5570b2-e4a6-412e-8ad1-82b0b72d786d	200	GET
2017-09-20	15:22:05.284	0.009458	0.003126	0	19259	ae9178ce-9a5c-4ff4-a1c9-d1ee5aa88765	200	GET
2017-09-20	15:22:05.289	0.004705	0.00334	0	55585	cd3354ba-c085-46e9-90fe-c0e663cf0ecc	200	GET
2017-09-20	15:22:05.282	0.023614	0.001334	0	29476	a8c2a29d-fee7-441f-9d33-5974882ec90a	200	GET
2017-09-20	15:22:05.274	0.032326	0.001962	0	28482	fa62f5d1-8286-4547-90c8-8a8fd1926d96	200	GET
2017-09-20	15:22:05.277	0.029958	0.001344	0	29764	9c59c4d3-f326-4fa6-af86-fda84c1df4b0	200	GET
2017-09-20	15:22:05.276	0.034495	0.004627	0	42956	1c30edf7-2b84-4aad-ba97-8e0247f698ce	200	GET
2017-09-20	15:22:05.262	0.026163	0.029974	0	410932	65e88e17-8dd7-497c-912b-9b891394c1fa	200	GET
2017-09-20	15:22:05.271	0.027551	0.027526	0	411921	ce484042-de5c-4b6e-8538-e6fbbcff0681	200	GET
2017-09-20	15:22:05.279	0.042015	0.013811	0	34129	99224bf9-ba68-4a21-9977-dcc90fb4d422	200	GET
2017-09-20	15:22:05.301	0.034593	0.000671	0	24682	2b990039-1c10-443b-9e15-102300e7eb77	200	GET
