#date time latency xfertime thinktime bytes transactions
2017-09-20 13:23:05 0.023769 0.000971 0.000000 2911 1510
2017-09-20 13:23:06 1.624886 0.017892 0.000000 29991 1236
2017-09-20 13:23:07 0.395475 0.048829 0.000000 36986 731
2017-09-20 13:23:08 0.809751 0.000080 0.000000 1590 1297
2017-09-20 13:23:09 0.068077 0.000006 0.000000 18 1600
2017-09-20 13:23:10 0.000993 0.000002 0.000000 6 1598
2017-09-20 13:23:11 0.000932 0.000002 0.000000 5 1600
2017-09-20 13:23:12 0.001028 0.000002 0.000000 4 1598
2017-09-20 13:23:13 0.001019 0.000002 0.000000 3 1599
2017-09-20 13:23:14 0.001014 0.000002 0.000000 4 1599
2017-09-20 13:23:15 0.084918 0.000202 0.000000 642 1
