#date time latency xfertime thinktime bytes transactions
2017-09-20 13:06:48 0.006740 0.002765 0.000000 39097 718
2017-09-20 13:06:49 0.008750 0.004113 0.000000 68991 799
2017-09-20 13:06:50 0.009325 0.005214 0.000000 79870 799
2017-09-20 13:06:51 0.022792 0.005435 0.000000 80564 799
2017-09-20 13:06:52 0.006084 0.002537 0.000000 49767 799
2017-09-20 13:06:53 0.027462 0.004640 0.000000 48128 799
2017-09-20 13:06:54 0.028644 0.007771 0.000000 47220 799
2017-09-20 13:06:55 0.043457 0.009767 0.000000 57247 799
2017-09-20 13:06:56 0.036371 0.008422 0.000000 50162 799
2017-09-20 13:06:57 0.104231 0.039043 0.000000 84400 799
2017-09-20 13:06:58 4.280858 0.345266 0.000000 2877457 1
