#date time latency xfertime sleeptime bytes transactions
2017-09-20 13:53:53 0.026513 0.011314 0.000000 50464 232
2017-09-20 13:53:54 0.019305 0.005531 0.000000 55868 1199
2017-09-20 13:53:55 0.066765 0.011611 0.000000 83431 1199
2017-09-20 13:53:56 0.093407 0.005563 0.000000 58615 1199
2017-09-20 13:53:57 0.009949 0.004821 0.000000 48552 1199
2017-09-20 13:53:58 0.028517 0.006223 0.000000 51874 1199
2017-09-20 13:53:59 0.017940 0.004454 0.000000 55114 1199
2017-09-20 13:54:00 0.120144 0.011126 0.000000 75054 1199
2017-09-20 13:54:01 0.119999 0.009465 0.000000 80049 1198
2017-09-20 13:54:02 0.098535 0.016842 0.000000 82776 1200
2017-09-20 13:54:03 89.141989 15.382561 0.000000 55935392 1
