#date time latency xfertime sleeptime bytes transactions
2017-11-20 17:13:37 0.007371 0.000000 0.000000 67449 240
2017-11-20 17:13:38 0.007920 0.000000 0.000000 91058 399
2017-11-20 17:13:39 0.005850 0.000000 0.000000 73130 399
2017-11-20 17:13:40 0.005633 0.000000 0.000000 65430 399
2017-11-20 17:13:41 0.005165 0.000000 0.000000 57505 399
2017-11-20 17:13:42 0.006438 0.000000 0.000000 75170 633
2017-11-20 17:13:43 0.019473 0.000000 0.000000 68949 799
2017-11-20 17:13:44 0.008525 0.000000 0.000000 76278 799
2017-11-20 17:13:45 0.007649 0.000000 0.000000 80155 799
2017-11-20 17:13:46 0.007853 0.000000 0.000000 80741 799
2017-11-20 17:13:47 0.019344 0.000000 0.000000 70513 1025
2017-11-20 17:13:48 0.011621 0.000000 0.000000 87047 1199
2017-11-20 17:13:49 0.010558 0.000000 0.000000 82395 1199
2017-11-20 17:13:50 0.016396 0.000000 0.000000 67293 1199
2017-11-20 17:13:51 0.009549 0.000000 0.000000 68561 1199
2017-11-20 17:13:52 0.025640 0.000000 0.000000 72896 1421
2017-11-20 17:13:53 0.029663 0.000000 0.000000 80102 1599
2017-11-20 17:13:54 0.032014 0.000000 0.000000 75226 1599
2017-11-20 17:13:55 0.018249 0.000000 0.000000 69798 1599
2017-11-20 17:13:56 0.063454 0.000000 0.000000 63266 1599
2017-11-20 17:13:57 0.087297 0.000000 0.000000 80779 1859
2017-11-20 17:13:58 0.054696 0.000000 0.000000 71144 1999
2017-11-20 17:13:59 0.096093 0.000000 0.000000 75232 1991
2017-11-20 17:14:00 0.189185 0.000000 0.000000 74537 1995
2017-11-20 17:14:01 0.528221 0.000000 0.000000 77184 2011
2017-11-20 17:14:02 1.900289 0.000000 0.000000 70040 2189
2017-11-20 17:14:03 3.754036 0.000000 0.000000 67026 2445
2017-11-20 17:14:04 4.193562 0.000000 0.000000 68074 2397
2017-11-20 17:14:05 4.293635 0.000000 0.000000 68512 2395
2017-11-20 17:14:06 4.781695 0.000000 0.000000 71996 2153
2017-11-20 17:14:07 5.215682 0.000000 0.000000 70390 2603
2017-11-20 17:14:08 5.733966 0.000000 0.000000 73450 2601
2017-11-20 17:14:09 6.402192 0.000000 0.000000 75717 2759
2017-11-20 17:14:10 6.791610 0.000000 0.000000 61981 1881
2017-11-20 17:14:11 0 0 0 0 0
