#yyy-mm-dd hh:mm:ss latency xfertime thinktime bytes url rc op
2017-12-16 16:45:56.886 50.920610 0.000513 0 401460 ereader/guide/alyssum/userguide_en_US.pdf 200 GET
2017-12-16 16:44:05.886 162.003237 0.009784 0 2555551 customer_care/downloads/Glo/kobo_glo_ereader_user_guide_jp.pdf 200 GET
2017-12-16 16:45:18.886 94.953536 0.007176 0 1666763 ereader/dictionaries/dicthtml-es-en.zip 200 GET
2017-12-16 16:45:32.886 92.869481 0.002917 0 1240125 ereader/dictionaries/v2/dicthtml-en-es.zip 200 GET
2017-12-16 16:47:07.886 3.411862 0.000117 0 12 helentest/helentest.txt 200 GET
2017-12-16 16:45:33.886 108.368107 0.002275 0 1217803 ereader/dictionaries/v2/dicthtml-en-fR.zip 200 GET
2017-12-16 16:47:11.886 11.469674 0.000058 0 7623 images/00000000-0000-0000-0000-000000000000 200 GET
2017-12-16 16:47:05.886 17.647497 0.006492 0 114816 harrypotter/video/player.swf 200 GET
2017-12-16 16:47:18.886 4.819805 0.000065 0 4773 images/000000fa-7efb-42da-bce6-d1e4cea466a6 200 GET
2017-12-16 16:47:06.886 17.421208 0.000068 0 26 heartbeat.txt 200 GET
2017-12-16 16:47:02.886 22.033070 0.000390 0 265945 got-book1-for-demo-1 200 GET
2017-12-16 16:45:46.886 98.688112 0.004982 0 1019627 ereader/dictionaries/v2/dicthtml-it-en.zip 200 GET
2017-12-16 16:47:19.886 10.159357 0.000041 0 3230 images/00000109-5306-46d9-a0f5-ea5ada94cc31 200 GET
2017-12-16 16:47:13.886 19.928237 0.000219 0 165473 images/0000003a-babf-46a2-8a86-371388b926f7 200 GET
2017-12-16 16:47:12.886 25.190116 0.000079 0 5255 images/00000000-0000-0000-0000-000000000083 200 GET
2017-12-16 16:45:39.886 119.226180 0.008551 0 2459060 ereader/dictionaries/v2/dicthtml-en-nl.zip 200 GET
2017-12-16 16:45:31.886 127.754007 0.004391 0 708515 ereader/dictionaries/v2/dicthtml-en-de.zip 200 GET
2017-12-16 16:47:22.886 17.231770 0.000046 0 8541 images/000003b6-f1cf-4d10-b50f-aa1e3e367308 200 GET
2017-12-16 16:47:20.886 24.948510 0.000533 0 270579 images/000001eb-7959-4f01-a17f-9c2ca5d6a100 200 GET
2017-12-16 16:47:27.886 20.773975 0.000056 0 4235 images/00000505-041b-48d1-b8d0-5ad79ba83a44 200 GET
2017-12-16 16:47:34.886 15.270143 0.000070 0 24811 images/00000684-a657-41d8-a975-40894bdb98eb 200 GET
2017-12-16 16:47:35.886 15.280540 0.000284 0 153055 images/00000729-64ab-4ba2-b754-144f50af6a73 200 GET
2017-12-16 16:47:30.886 20.886716 0.000575 0 250057 images/00000599-8ac1-4211-babb-aae7fc107a3e 200 GET
2017-12-16 16:47:17.886 38.011344 0.000171 0 136056 images/000000f4-a2b0-4bfa-87d6-92a150f1f5a9 200 GET
2017-12-16 16:45:44.886 133.882540 0.006961 0 1586132 ereader/dictionaries/v2/dicthtml-fr-en.zip 200 GET
2017-12-16 16:47:32.886 27.029092 0.000341 0 155388 images/00000636-b3e0-428a-974c-5067b8b6f422 200 GET
2017-12-16 16:47:33.886 38.970432 0.000538 0 204304 images/00000674-a987-4662-8764-7283d9be5e0c 200 GET
2017-12-16 16:47:36.886 39.377610 0.004671 0 237331 images/000007f5-35c3-495d-9e65-dc35c01c256a 200 GET
2017-12-16 16:45:34.886 168.263453 0.006702 0 1217803 ereader/dictionaries/v2/dicthtml-en-fr.zip 200 GET
2017-12-16 16:47:14.886 69.283674 0.002148 0 1315053 images/00000056-f819-4bb2-a3d0-b6b288f4bae9 200 GET
2017-12-16 16:47:29.886 56.331294 0.000494 0 17278 images/0000055d-b551-428d-a8d4-d7af209b6276 200 GET
2017-12-16 16:47:10.886 77.338616 0.000526 0 393940 images 200 GET
2017-12-16 16:47:21.886 70.243843 0.004393 0 855118 images/00000217-2457-461a-bc58-0fc427923219 200 GET
2017-12-16 16:47:31.886 64.937744 0.001176 0 649875 images/0000061c-e291-40a7-b2bc-7854342f7744 200 GET
2017-12-16 16:47:24.886 76.309341 0.005935 0 1170809 images/00000457-ebd9-4bc6-b195-183a3f034695 200 GET
2017-12-16 16:45:26.886 195.510682 0.010315 0 3226343 ereader/dictionaries/dicthtml-pt-en.zip 200 GET
2017-12-16 16:45:42.886 188.655217 0.002289 0 1666763 ereader/dictionaries/v2/dicthtml-es-en.zip 200 GET
2017-12-16 16:47:26.886 88.176971 0.000616 0 292091 images/000004a1-b77e-4686-908b-940cca444146 200 GET
2017-12-16 16:47:16.886 100.870086 0.000251 0 147481 images/00000096-0222-478c-96bc-8a31c5079f00 200 GET
2017-12-16 16:47:25.886 93.759527 0.007920 0 1158233 images/0000047c-446a-4eec-9e22-7b0aa4a40019 200 GET
