#yyy-mm-dd hh:mm:ss latency xfertime thinktime bytes url rc op
2017-12-06 19:46:05.515 0.339296 0.000170 0 14628 68f86449-3bda-421f-9b2b-f989f8ca0fcf/353/569/90/False/lessons-on-faith.jpg 200 GET
